,open,high,low,close,adjclose,volume,ticker
1970-03-25,0.7489709854125977,0.8065840005874634,0.7489709854125977,0.7736629843711853,0.22803379595279694,1461038,BA
1970-03-26,0.7736629843711853,0.80246901512146,0.7736629843711853,0.7818930149078369,0.23045963048934937,716850,BA
1970-03-30,0.7818930149078369,0.7818930149078369,0.7572020292282104,0.7654320001602173,0.22560779750347137,318938,BA
1970-03-31,0.7654320001602173,0.7736629843711853,0.7448559999465942,0.7489709854125977,0.22075586020946503,637875,BA
1970-04-01,0.7489709854125977,0.7530859708786011,0.7366260290145874,0.7366260290145874,0.21711735427379608,473850,BA
1970-04-02,0.7366260290145874,0.7530859708786011,0.7366260290145874,0.7489709854125977,0.22075586020946503,425250,BA
1970-04-03,0.7489709854125977,0.7613170146942139,0.7366260290145874,0.7613170146942139,0.22439490258693695,1078313,BA
1970-04-06,0.7613170146942139,0.7695469856262207,0.7407410144805908,0.7489709854125977,0.22075586020946503,413100,BA
1970-04-07,0.7489709854125977,0.7695469856262207,0.7448559999465942,0.7448559999465942,0.2195429652929306,461700,BA
1970-04-08,0.7489709854125977,0.7613170146942139,0.7489709854125977,0.7572020292282104,0.22318188846111298,325013,BA
1970-04-09,0.7572020292282104,0.7654320001602173,0.7489709854125977,0.7613170146942139,0.22439490258693695,264263,BA
1970-04-10,0.7613170146942139,0.7654320001602173,0.7283949851989746,0.7283949851989746,0.21469128131866455,613575,BA
1970-04-13,0.7283949851989746,0.7366260290145874,0.7160490155220032,0.7366260290145874,0.21711735427379608,558900,BA
1970-04-14,0.7366260290145874,0.7489709854125977,0.7201650142669678,0.7201650142669678,0.21226555109024048,434363,BA
1970-04-15,0.7201650142669678,0.7242799997329712,0.711933970451355,0.711933970451355,0.20983947813510895,507263,BA
1970-04-16,0.711933970451355,0.732509970664978,0.711933970451355,0.7283949851989746,0.21469128131866455,753300,BA
1970-04-17,0.7242799997329712,0.7242799997329712,0.6584360003471375,0.6872429847717285,0.20256192982196808,6272438,BA
1970-04-20,0.6872429847717285,0.7037039995193481,0.6872429847717285,0.7037039995193481,0.20741349458694458,492075,BA
1970-04-21,0.7037039995193481,0.7078189849853516,0.6831279993057251,0.6831279993057251,0.20134912431240082,2053350,BA
1970-04-22,0.6831279993057251,0.6913579702377319,0.6666669845581055,0.6666669845581055,0.1964970827102661,610538,BA
1970-04-23,0.6666669845581055,0.6707820296287537,0.6460909843444824,0.6502060294151306,0.19164533913135529,1324350,BA
1970-04-24,0.654321014881134,0.6872429847717285,0.654321014881134,0.6666669845581055,0.1964970827102661,537638,BA
1970-04-27,0.6666669845581055,0.6790120005607605,0.6255139708518982,0.6378600001335144,0.18800652027130127,1622025,BA
1970-04-28,0.6378600001335144,0.6502060294151306,0.6049379706382751,0.6172839999198914,0.18194177746772766,1597725,BA
1970-04-29,0.6172839999198914,0.6748970150947571,0.6172839999198914,0.6748970150947571,0.19892306625843048,1132988,BA
1970-04-30,0.6748970150947571,0.6954730153083801,0.6460909843444824,0.6502060294151306,0.19164533913135529,996300,BA
1970-05-01,0.6502060294151306,0.6666669845581055,0.6502060294151306,0.6666669845581055,0.19749726355075836,698625,BA
1970-05-04,0.6666669845581055,0.6707820296287537,0.6419749855995178,0.6502060294151306,0.19262053072452545,440438,BA
1970-05-05,0.6502060294151306,0.654321014881134,0.6296300292015076,0.6296300292015076,0.18652504682540894,1032750,BA
1970-05-06,0.6378600001335144,0.6584360003471375,0.6378600001335144,0.6460909843444824,0.19140154123306274,798863,BA
1970-05-07,0.6460909843444824,0.654321014881134,0.6460909843444824,0.6502060294151306,0.19262053072452545,261225,BA
1970-05-08,0.6502060294151306,0.6584360003471375,0.6460909843444824,0.654321014881134,0.1938396543264389,376650,BA
1970-05-11,0.654321014881134,0.6584360003471375,0.6419749855995178,0.6419749855995178,0.19018208980560303,337163,BA
