Date,High,Low,Open,Close,Volume,Adj Close
2021-04-19,371.5299987792969,368.20001220703125,371.0,369.54998779296875,1560000.0,366.91949462890625
2021-04-20,375.3599853515625,368.7300109863281,369.0,371.7300109863281,2330700.0,369.0840148925781
2021-04-21,374.5799865722656,371.4700012207031,371.6099853515625,374.0899963378906,1531800.0,371.42718505859375
2021-04-22,375.44000244140625,370.0299987792969,374.3399963378906,371.260009765625,2138000.0,368.61737060546875
2021-04-23,374.8500061035156,370.4100036621094,371.260009765625,373.2799987792969,1404500.0,370.6229553222656
2021-04-26,373.8999938964844,368.2099914550781,373.8999938964844,368.5199890136719,2059700.0,365.8968505859375
2021-04-27,370.9599914550781,365.2900085449219,368.1700134277344,370.2099914550781,1875900.0,367.5747985839844
2021-04-28,370.5,368.17999267578125,369.54998779296875,369.5899963378906,1305600.0,366.9591979980469
2021-04-29,374.7099914550781,368.5299987792969,368.5400085449219,373.5400085449219,1848300.0,371.6755676269531
2021-04-30,374.1600036621094,371.3299865722656,372.9100036621094,372.0899963378906,2118900.0,370.2327880859375
2021-05-03,379.6199951171875,372.8900146484375,373.8399963378906,379.32000732421875,2685800.0,377.42669677734375
2021-05-04,379.2300109863281,373.75,379.0299987792969,375.2900085449219,2133800.0,373.41680908203125
2021-05-05,377.5199890136719,372.04998779296875,376.3500061035156,372.5,1905300.0,370.6407470703125
2021-05-06,382.94000244140625,373.19000244140625,373.19000244140625,382.760009765625,2641400.0,380.84954833984375
2021-05-07,386.45001220703125,382.20001220703125,382.8299865722656,384.32000732421875,1817100.0,382.4017639160156
2021-05-10,387.8900146484375,381.2799987792969,385.489990234375,381.4800109863281,1998700.0,379.575927734375
2021-05-11,380.9200134277344,376.0,379.30999755859375,378.17999267578125,1859700.0,376.2923889160156
2021-05-12,376.94000244140625,371.1099853515625,376.0,372.20001220703125,2344600.0,370.3422546386719
2021-05-13,381.44000244140625,371.57000732421875,373.0899963378906,379.5299987792969,2023100.0,377.63568115234375
2021-05-14,385.82000732421875,380.1000061035156,382.1400146484375,384.4200134277344,1876100.0,382.5012512207031
2021-05-17,387.04998779296875,382.8999938964844,385.0400085449219,383.9599914550781,1830800.0,382.0435485839844
2021-05-18,389.45001220703125,382.510009765625,386.45001220703125,382.80999755859375,1698200.0,380.8992614746094
2021-05-19,381.7300109863281,376.1300048828125,377.1499938964844,379.6600036621094,1725000.0,377.7650146484375
2021-05-20,384.5199890136719,378.2799987792969,379.17999267578125,383.5799865722656,1427300.0,381.6654357910156
2021-05-21,385.3500061035156,380.42999267578125,385.04998779296875,380.7200012207031,1706600.0,378.8197326660156
2021-05-24,385.760009765625,381.8900146484375,384.3399963378906,383.45001220703125,1657000.0,381.5361022949219
2021-05-25,385.739990234375,382.0299987792969,383.6199951171875,385.3800048828125,1379700.0,383.4564514160156
2021-05-26,387.75,385.0199890136719,385.8599853515625,385.6199951171875,1648000.0,383.69525146484375
2021-05-27,387.7699890136719,383.5,385.1300048828125,387.5,4452000.0,385.56585693359375
2021-05-28,385.30999755859375,377.0299987792969,384.1499938964844,378.2699890136719,4681200.0,376.3819580078125
2021-06-01,380.20001220703125,375.5,379.92999267578125,378.2300109863281,2117800.0,376.3421630859375
2021-06-02,381.9200134277344,377.7099914550781,378.3800048828125,380.5899963378906,1881000.0,378.69036865234375
2021-06-03,384.19000244140625,378.8599853515625,379.6400146484375,383.8699951171875,1780300.0,381.9539794921875
2021-06-04,387.760009765625,383.7099914550781,384.19000244140625,387.5199890136719,1765900.0,385.58575439453125
2021-06-07,386.45001220703125,378.57000732421875,385.4700012207031,380.3999938964844,2515800.0,378.50128173828125
2021-06-08,381.2099914550781,377.69000244140625,380.4100036621094,379.70001220703125,1553800.0,377.8048095703125
2021-06-09,381.7799987792969,379.1300048828125,380.2099914550781,379.9599914550781,1398900.0,378.0634765625
2021-06-10,383.3599853515625,379.489990234375,380.2699890136719,383.010009765625,1404000.0,381.0982971191406
2021-06-11,383.8599853515625,380.5299987792969,383.8599853515625,381.8299865722656,1404200.0,379.9241638183594
2021-06-14,383.9800109863281,379.0799865722656,380.7900085449219,383.760009765625,1652600.0,381.84454345703125
2021-06-15,384.5,381.55999755859375,383.760009765625,383.9100036621094,1252000.0,381.9938049316406
2021-06-16,386.44000244140625,377.1199951171875,384.3999938964844,379.4100036621094,1801700.0,377.5162658691406
2021-06-17,386.4700012207031,379.2099914550781,380.3800048828125,384.75,1686500.0,382.8296203613281
2021-06-18,384.9100036621094,380.29998779296875,384.75,380.8800048828125,3415700.0,378.97894287109375
2021-06-21,387.6499938964844,380.55999755859375,382.25,386.79998779296875,1631600.0,384.8693542480469
2021-06-22,392.5,386.55999755859375,387.0199890136719,392.17999267578125,1934800.0,390.2225036621094
2021-06-23,393.44000244140625,390.5899963378906,393.0,391.9700012207031,1538000.0,390.0135803222656
2021-06-24,395.5,391.79998779296875,393.4200134277344,392.07000732421875,1487300.0,390.1130676269531
2021-06-25,394.54998779296875,391.25,392.9700012207031,394.510009765625,2056100.0,392.5408935546875
2021-06-28,397.4200134277344,393.1300048828125,395.0,396.5400085449219,1645500.0,394.5607604980469
2021-06-29,399.44000244140625,395.4700012207031,396.29998779296875,398.7900085449219,1523600.0,396.7995300292969
2021-06-30,400.4700012207031,395.0,397.9700012207031,395.6700134277344,2031700.0,393.6950988769531
2021-07-01,397.69000244140625,393.8800048828125,396.29998779296875,394.5299987792969,1523400.0,392.560791015625
2021-07-02,400.7699890136719,396.1099853515625,396.2099914550781,398.94000244140625,1676600.0,396.94879150390625
2021-07-06,401.3999938964844,397.1099853515625,399.8399963378906,398.8599853515625,2113100.0,396.8691711425781
2021-07-07,406.1199951171875,399.20001220703125,399.20001220703125,404.67999267578125,2308600.0,402.66009521484375
2021-07-08,408.6400146484375,403.1600036621094,403.5,407.1499938964844,2235500.0,405.1177673339844
2021-07-09,414.0,407.5899963378906,408.54998779296875,412.3699951171875,2304200.0,410.3117370605469
2021-07-12,414.3500061035156,404.5299987792969,414.0400085449219,407.8800048828125,2491300.0,405.84417724609375
2021-07-13,409.2900085449219,404.70001220703125,404.70001220703125,407.05999755859375,1540300.0,405.02825927734375
2021-07-14,410.4700012207031,407.260009765625,408.5799865722656,409.95001220703125,1265800.0,407.90380859375
2021-07-15,412.20001220703125,407.8800048828125,410.4599914550781,411.82000732421875,1894100.0,409.7644958496094
2021-07-16,413.4200134277344,409.7699890136719,412.1199951171875,410.3699951171875,1413900.0,408.3217468261719
2021-07-19,415.32000732421875,410.04998779296875,410.05999755859375,414.1499938964844,2293100.0,412.0828857421875
2021-07-20,418.07000732421875,412.8500061035156,414.0,416.239990234375,2045400.0,414.16241455078125
2021-07-21,417.1099853515625,412.2200012207031,417.1099853515625,415.010009765625,1480000.0,412.9385681152344
2021-07-22,418.6000061035156,413.54998779296875,416.0,417.5400085449219,1339200.0,415.4559326171875
2021-07-23,423.989990234375,417.04998779296875,418.2900085449219,423.42999267578125,1344500.0,421.3165283203125
2021-07-26,424.5,420.3500061035156,423.3999938964844,423.2300109863281,1220000.0,421.1175537109375
2021-07-27,424.55999755859375,421.6000061035156,424.0,424.3399963378906,1666500.0,422.22198486328125
2021-07-28,424.8599853515625,420.5400085449219,423.2699890136719,422.2200012207031,1362700.0,420.1125793457031
2021-07-29,425.8500061035156,420.3599853515625,421.67999267578125,425.2799987792969,1434200.0,423.9505310058594
2021-07-30,431.5,425.94000244140625,425.9800109863281,429.7200012207031,2283900.0,428.3766784667969
2021-08-02,430.7099914550781,425.4800109863281,430.6199951171875,428.9200134277344,1366900.0,427.57916259765625
2021-08-03,436.79998779296875,429.1199951171875,429.9200134277344,435.07000732421875,1448100.0,433.7099609375
2021-08-04,437.989990234375,432.8900146484375,436.0,435.0400085449219,1280500.0,433.6800231933594
2021-08-05,443.5,436.7300109863281,437.75,443.19000244140625,1742600.0,441.8045654296875
2021-08-06,443.4599914550781,438.8999938964844,442.7300109863281,439.6300048828125,1789800.0,438.25567626953125
2021-08-09,442.7799987792969,439.30999755859375,440.6499938964844,440.4700012207031,1472500.0,439.0930480957031
2021-08-10,443.79998779296875,440.6600036621094,440.6600036621094,443.0299987792969,1893700.0,441.6450500488281
2021-08-11,448.0,441.79998779296875,445.5,444.29998779296875,2267500.0,442.91107177734375
2021-08-12,446.6300048828125,442.25,443.0,445.3599853515625,1230700.0,443.9677429199219
2021-08-13,448.3599853515625,444.5400085449219,445.7799987792969,447.82000732421875,1309300.0,446.42010498046875
2021-08-16,453.19000244140625,447.04998779296875,447.9100036621094,452.8599853515625,1515600.0,451.4443054199219
2021-08-17,453.7799987792969,449.70001220703125,452.8599853515625,452.3399963378906,1936700.0,450.92596435546875
2021-08-18,455.239990234375,445.8999938964844,450.9599914550781,446.2099914550781,2030100.0,444.8150939941406
2021-08-19,455.5,441.30999755859375,442.95001220703125,454.260009765625,1953700.0,452.8399658203125
2021-08-20,460.6199951171875,453.6600036621094,455.489990234375,458.989990234375,1911200.0,457.55517578125
2021-08-23,459.05999755859375,454.5899963378906,457.2699890136719,454.92999267578125,1835900.0,453.5078430175781
2021-08-24,455.3900146484375,450.29998779296875,455.25,451.7900085449219,1541700.0,450.377685546875
2021-08-25,452.82000732421875,447.32000732421875,450.8299865722656,451.2300109863281,1520600.0,449.8194274902344
2021-08-26,452.4800109863281,446.70001220703125,451.2300109863281,449.30999755859375,1418600.0,447.9054260253906
2021-08-27,451.6199951171875,446.79998779296875,449.30999755859375,450.3399963378906,1310200.0,448.93218994140625
2021-08-30,456.5899963378906,450.44000244140625,451.0400085449219,455.92999267578125,1219800.0,454.5047302246094
2021-08-31,456.8800048828125,452.44000244140625,456.1400146484375,455.489990234375,1699000.0,454.06610107421875
2021-09-01,456.67999267578125,451.8500061035156,455.4800109863281,456.5199890136719,1325400.0,455.0928649902344
2021-09-02,461.44000244140625,458.3900146484375,459.4200134277344,460.9700012207031,1455000.0,459.5289611816406
2021-09-03,463.6000061035156,459.0,459.0,462.54998779296875,1302400.0,461.10400390625
2021-09-07,463.20001220703125,457.6300048828125,462.5,459.6000061035156,1463400.0,458.1632385253906
