,open,high,low,close,adjclose,volume,ticker
2011-05-26,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.0,DOT
2011-05-27,0.44200000166893005,0.44200000166893005,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.0,DOT
2011-05-31,0.4359999895095825,0.4390000104904175,0.4359999895095825,0.4390000104904175,0.4390000104904175,0.0,DOT
2011-06-01,0.4429999887943268,0.4429999887943268,0.4429999887943268,0.4429999887943268,0.4429999887943268,0.0,DOT
2011-06-02,0.4399999976158142,0.4399999976158142,0.43700000643730164,0.43799999356269836,0.43799999356269836,0.0,DOT
2011-06-03,0.43299999833106995,0.4350000023841858,0.43299999833106995,0.4350000023841858,0.4350000023841858,0.0,DOT
2011-06-06,0.42800000309944153,0.42800000309944153,0.42800000309944153,0.42800000309944153,0.42800000309944153,0.0,DOT
2011-06-07,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.0,DOT
2011-06-08,0.4390000104904175,0.4390000104904175,0.4390000104904175,0.4390000104904175,0.4390000104904175,0.0,DOT
2011-06-09,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.0,DOT
2011-06-10,0.4480000138282776,0.4480000138282776,0.4480000138282776,0.4480000138282776,0.4480000138282776,0.0,DOT
