,open,high,low,close,adjclose,volume,ticker
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.10032312572002411,469033600,AAPL
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09508918970823288,175884800,AAPL
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08810985088348389,105728000,AAPL
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.0902906209230423,86441600,AAPL
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09290837496519089,73449600,AAPL
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09857840090990067,48630400,AAPL
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10337620973587036,37363200,AAPL
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10773857682943344,46950400,AAPL
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11340868473052979,48003200,AAPL
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12387729436159134,55574400,AAPL
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.1256219893693924,93161600,AAPL
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.12256881594657898,68880000,AAPL
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.11907955259084702,35750400,AAPL
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.12038800865411758,21660800,AAPL
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11777107417583466,35728000,AAPL
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11253634840250015,45158400,AAPL
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10773857682943344,55686400,AAPL
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10555779933929443,39827200,AAPL
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.11122792959213257,21504000,AAPL
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.11035558581352234,23699200,AAPL
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10643014311790466,23049600,AAPL
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1068662479519844,14291200,AAPL
